Uuid,Status,Additional data,Characteristic,Path,K1 Messwert,K21000 Verdichtung Minimum,K21001 Verdichtung Maximum,K21002 Verdichtung Spannweite,K21003 Verdichtung Mittelwert,K21004 Verdichtung Sigma,K21005 Verdichtung Median,K21006 Verdichtung Unteres Quartil,K21007 Verdichtung Oberes Quartil,K21008 Verdichtung Cp,K21009 Verdichtung Cpk,K21010 Verdichtung Anzahl,K21011 Verdichtung Gelbbereich,K21012 Verdichtung Rotbereich,K4 Messdatum,K6 Identnummer,K8 Pr¸fer,K9 Text,K10 Maschine,K12 Pr¸fmittel,K53 Auftragsnummer,K96 Freigabestatus,K99 .Verdichtungsjob,K100 Verdichtungsintervall,K101 Verdichtung Anzahl der Ursprungsmessungen,K842 Bemusterungsteil,K843 Beh‰lternummer,K844 Sondermessung,K850 Schicht,K853 Datenstempel,K854 Untergruppe 1,K855 Untergruppe 2,K856 Untergruppe 3,K857 Untergruppe 4,K858 Linie,K860 Aufbauvariante,K861 Antriebsvariante,K862 Lenkungsvariante,K863 Fahrwerksvariante,K864 Fertigungsschrittvariante,K865 Getriebevariante,K866 Ausstattungsvariante,K867 Exterieurvariante,K868 Programmvariante,K870 Identnr. 2,K871 Linie 2,K872 Messort,K873 Farbcode,K874 Baustufe,K1004 Bauteilstand,K1042 CAD-Stand,K1232 Programmstand,K2001 Merkmalsnummer,K2006 Dokumentationspflicht,K2021 Berechnungsvorschrift,K2022 Anzahl Nachkommastellen,K2100 Sollwert,K2101 Nennmaﬂ,K2110 Unterer Toleranz,K2111 Oberer Toleranz,K2120 Art der Grenze unten,K2342 Messmodul,K2343 Messpunktrolle,K2540 X-Richtung,K2541 Y-Richtung,K2542 Z-Richtung,K2543 X-Position,K2544 Y-Position,K2545 Z-Position,K2570 Kategorie,K2571 Funktionsbereich,K2580 PBMS-Punkt,K2581 Inline-Punkt,K2582 Symmetrisch,K2583 Manuelle Toleranzeingabe,K12004 Merkmalsart,K12010 Merkmalstyp,K12360 Messpunktverkn¸pfung,K12361 Verkn¸pfungstyp,K13001 Text 1,K13002 Text 2,K13003 Text 3,K13010 Messprogramm,K13011 Schnittebene,K13012 FMK-Kennung,K13013 Toleranzkette,K13014 Messprinzip
"882ce3c4-275a-43f6-9631-d64bac1148b7|8f5ca90b-5961-4e96-84f0-f44a7d47b765","1","False","NLSWA0459_L_EG.X","/AU583/Inline/SGR Aufbau 3/NLSWA0459_L_EG/NLSWA0459_L_EG.X","-0.27",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3147","0","-1","1",,"Lochbild","n.def.","0.2236408","-0.9746716","0","3147","-889","212.026","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_d_Anbindung_STF","SWA_A3_M8110AU583",,,,"EG - Rechteckloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|d968997b-fe32-40b6-84cf-13a3083ea12b","1","False","NLSWA0459_L_EG.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0459_L_EG/NLSWA0459_L_EG.Y","-0.49",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-889","0","-1","1",,"Lochbild","n.def.","0.2236408","-0.9746716","0","3147","-889","212.026","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_d_Anbindung_STF","SWA_A3_M8110AU583",,,,"EG - Rechteckloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|e1e67f42-2737-44d7-9bd4-51b71ad99205","1","False","NLSWA0459_L_EG.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0459_L_EG/NLSWA0459_L_EG.Z","-0.38",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"212.026","0","-1","1",,"Lochbild","n.def.","0.2236408","-0.9746716","0","3147","-889","212.026","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_d_Anbindung_STF","SWA_A3_M8110AU583",,,,"EG - Rechteckloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|530b2677-a50b-4090-a7eb-0066b37b3332","1","False","NLSWA0465_H_CA.X","/AU583/Inline/SGR Aufbau 3/NLSWA0465_H_CA/NLSWA0465_H_CA.X","0.1",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3506.107","0","-1","1",,"Lochbild","n.def.","0.8817154","0","-0.4717815","3506.107","-777","480.013","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_e1_Tuelle_Heckleuchte","SWA_A3_M8110AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|6fdf2d52-780b-466e-92cb-6e6173582497","1","False","NLSWA0465_H_CA.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0465_H_CA/NLSWA0465_H_CA.Y","0.4",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-777","0","-1","1",,"Lochbild","n.def.","0.8817154","0","-0.4717815","3506.107","-777","480.013","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_e1_Tuelle_Heckleuchte","SWA_A3_M8110AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|0d91246a-3d09-4333-b696-a83edc201d4d","1","False","NLSWA0465_H_CA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0465_H_CA/NLSWA0465_H_CA.Z","0.4",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"480.013","0","-1","1",,"Lochbild","n.def.","0.8817154","0","-0.4717815","3506.107","-777","480.013","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_e1_Tuelle_Heckleuchte","SWA_A3_M8110AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|579610d2-df41-4393-9c53-47a8df545339","1","False","NLSWA0499_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0499_O_BA/NLSWA0499_O_BA.Z","0.19",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"963.688","0","-1","1",,"Dach_Lasernaht","FORM_PT1","0.1684785","-0.4183403","0.892528","2485.517","-579.817","963.688","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NLSWA0499_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8540AU583","Plane.34",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|ca57edc7-eef3-491b-94b6-0fbf6cbbbb4e","1","False","NLSWA0500_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0500_R_BA/NLSWA0500_R_BA.Y","-0.62",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-574.889","0","-1","1",,"Dach_Lasernaht","FORM_PT2","0.1654353","0.6973633","0.6973633","2485.722","-574.889","963.898","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NLSWA0499_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8540AU583","Plane.34",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|b04896be-d97e-49f1-b354-c6ff19d41000","1","False","NLSWA0511_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0511_O_BA/NLSWA0511_O_BA.Z","0.15",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"1053.02","0","-1","1",,"PAD_Ausschnitt_Netz","FORM_PT1","0.007799","-0.4281486","0.9036746","1599.153","-573.254","1053.02","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NLSWA0511_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8540AU583","Plane.37",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|363cfb8f-42d1-4424-b370-cec8292116a3","1","False","NLSWA0519_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0519_O_BA/NLSWA0519_O_BA.Z","0.04",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"975.4","0","-1","1",,"PAD_Ausschnitt_Netz","FORM_PT1","-0.222592","-0.4316244","0.8741585","1016.22","-621.796","975.4","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NLSWA0519_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8540AU583","Plane.39",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|83a70dbe-081c-497d-bcd3-960d5d863980","1","False","NRDAA0039_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NRDAA0039_O_BA/NRDAA0039_O_BA.Z","-0.15",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"963.594","0","-1","1",,"BereichDach_Heck","FORM_PT1","0.1847331","0.2553765","0.9490292","2505.878","555.25","963.594","Netzmaﬂ","n.def.","n.def.","Ja","Ja","Ja","variabel",,"NRDAA0039_O_BA","n.def.","Formpunkt 1",,,"DAA_A3_M8110AU583 DAA_FI_M9330AU583","Plane.3",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|ad17226d-c81a-453f-a371-28531bef6e24","1","False","NRDAA0040_H_BA.X","/AU583/Inline/SGR Aufbau 3/NRDAA0040_H_BA/NRDAA0040_H_BA.X","0.09",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"2510.671","0","-1","1",,"BereichDach_Heck","FORM_PT2","0.9299199","0.3661028","0.0348932","2510.671","555.953","957.716","Netzmaﬂ","n.def.","n.def.","Ja","Ja","Ja","variabel",,"NRDAA0039_O_BA","n.def.","Formpunkt 2",,,"DAA_A3_M8110AU583 DAA_FI_M9330AU583","Plane.3",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|215e6e5b-ec6f-41b6-9a17-426dfb92d219","1","False","NRDAB0009_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NRDAB0009_O_BA/NRDAB0009_O_BA.Z","0.19",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"1042.002","0","-1","1",,"Bereich_DachAusschnitt","FORM_PT1","0.0757102","0.1795546","0.9808303","1949.686","538.534","1042.002","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NRDAB0009_O_BA","n.def.","Formpunkt 1",,,"DAB_A3_M8540AU583","ELDAB0005_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|90a42660-02bf-4738-b428-028e48627bab","1","False","NRDAB0010_V_BA.X","/AU583/Inline/SGR Aufbau 3/NRDAB0010_V_BA/NRDAB0010_V_BA.X","0.18",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"1944.618","0","-1","1",,"Bereich_DachAusschnitt","FORM_PT2","-0.9979978","-0.0308059","0.0552379","1944.618","537.543","1037.631","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NRDAB0009_O_BA","n.def.","Formpunkt 2",,,"DAB_A3_M8540AU583","ELDAB0005_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|5e804250-9069-4671-b1e9-d5e14eeab5df","1","False","NRHAA0009_R_BK.Y","/AU583/Inline/SGR Aufbau 3/NRHAA0009_R_BK/NRHAA0009_R_BK.Y","0.19",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"496.136","0","-1","1",,"Dicht_HeckBereich","FORM_PT1","0.2490819","0.9645645","-0.0870247","3613.335","496.136","409.309","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRHAA0009_R_BK","n.def.","Formpunkt 1",,,"HAA_A3_M8110AU583","ELFKI0014_____",,,"BK - Beschnitt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|b9a0e8ef-3b0d-4d67-9ab4-130e3e2e76f1","1","False","NRHAA0030_H_DG.X","/AU583/Inline/SGR Aufbau 3/NRHAA0030_H_DG/NRHAA0030_H_DG.X","0.32",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3689.3","0","-1","1",,"Lochbild","n.def.","1","0","0","3689.3","190","257.75","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b_STF-Anbindung","HAA_A3_M8110AU583",,,,"DG - Langloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|f4086ec1-fcfa-444e-b903-6bb7a3d50c5b","1","False","NRHAA0030_H_DG.Y","/AU583/Inline/SGR Aufbau 3/NRHAA0030_H_DG/NRHAA0030_H_DG.Y","-0.5",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"190","0","-1","1",,"Lochbild","n.def.","1","0","0","3689.3","190","257.75","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b_STF-Anbindung","HAA_A3_M8110AU583",,,,"DG - Langloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|1d4aae07-fd52-4fcc-85a8-619b24a862e8","1","False","NRHAA0030_H_DG.Z","/AU583/Inline/SGR Aufbau 3/NRHAA0030_H_DG/NRHAA0030_H_DG.Z","0",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"257.75","0","-1","1",,"Lochbild","n.def.","1","0","0","3689.3","190","257.75","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b_STF-Anbindung","HAA_A3_M8110AU583",,,,"DG - Langloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|6e625491-b97c-475f-89f8-1f4e4e44cbbf","1","False","NRLVO0003_O_CA.X","/AU583/Inline/SGR Aufbau 3/NRLVO0003_O_CA/NRLVO0003_O_CA.X","-0.25",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-643.848","0","-1","1",,"NETZ_","n.def.","-0.1218693","0","0.9925461","-643.848","649","412.766","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,,"n.def.",,,"Bef. Frontend M6","LVO_A1_M623ZAU583 LVO_A3_M7110AU583 LVO_FI_M9330AU583 M1030AU583 M3435AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|57b5a10d-e374-462c-bc57-61e47d411e54","1","False","NRLVO0003_O_CA.Y","/AU583/Inline/SGR Aufbau 3/NRLVO0003_O_CA/NRLVO0003_O_CA.Y","-0.61",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"649","0","-1","1",,"NETZ_","n.def.","-0.1218693","0","0.9925461","-643.848","649","412.766","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,,"n.def.",,,"Bef. Frontend M6","LVO_A1_M623ZAU583 LVO_A3_M7110AU583 LVO_FI_M9330AU583 M1030AU583 M3435AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|3b580676-8fad-4e90-b40d-7ec13c4d218a","1","False","NRLVO0003_O_CA.Z","/AU583/Inline/SGR Aufbau 3/NRLVO0003_O_CA/NRLVO0003_O_CA.Z","-0.56",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"412.766","0","-1","1",,"NETZ_","n.def.","-0.1218693","0","0.9925461","-643.848","649","412.766","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,,"n.def.",,,"Bef. Frontend M6","LVO_A1_M623ZAU583 LVO_A3_M7110AU583 LVO_FI_M9330AU583 M1030AU583 M3435AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|ff6a1d65-330d-4695-9949-94e2e9be0cd0","1","False","NRLVP0006_V_CA.X","/AU583/Inline/SGR Aufbau 3/NRLVP0006_V_CA/NRLVP0006_V_CA.X","0.55",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-737","0","-1","1",,"LVP_ANB_FRONTEND","n.def.","-1","0","0","-737","426.5","52","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,,"n.def.",,,"LTA_a3_Loch_f_Bef_Frontend_(L/R)","LVP_A3_M7110AU583 LVP_FI_M9330AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|8a271e2e-83be-480b-9ef1-66430f819123","1","False","NRLVP0006_V_CA.Y","/AU583/Inline/SGR Aufbau 3/NRLVP0006_V_CA/NRLVP0006_V_CA.Y","0.64",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"426.5","0","-1","1",,"LVP_ANB_FRONTEND","n.def.","-1","0","0","-737","426.5","52","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,,"n.def.",,,"LTA_a3_Loch_f_Bef_Frontend_(L/R)","LVP_A3_M7110AU583 LVP_FI_M9330AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|7569e19f-9159-47ba-84f3-6a546cc37e31","1","False","NRLVP0006_V_CA.Z","/AU583/Inline/SGR Aufbau 3/NRLVP0006_V_CA/NRLVP0006_V_CA.Z","-0.68",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"52","0","-1","1",,"LVP_ANB_FRONTEND","n.def.","-1","0","0","-737","426.5","52","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,,"n.def.",,,"LTA_a3_Loch_f_Bef_Frontend_(L/R)","LVP_A3_M7110AU583 LVP_FI_M9330AU583",,,,"CA - Rundloch normal"
